,ResponseId,DevType,Country,Amazon Web Services,Heroku,Netlify,Google Cloud,Fly.io,Cloudflare,Firebase,Vercel,Digital Ocean,Hetzner,VMware,Microsoft Azure,Databricks,Oracle Cloud,PythonAnywhere,Render,Supabase,Managed Hosting,OpenShift,OVH,IBM Cloud,Alibaba Cloud,Vultr,Colocation,Linode/Akamai,Scaleway,OpenStack
58542,58543,Data Science/ML,Belgium,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58544,58545,Full-Stack Developer,India,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
58545,58546,Full-Stack Developer,South Africa,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58546,58547,Data Science/ML,Pakistan,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58547,58548,Project Manager,Spain,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58549,58550,Data Science/ML,United States,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
58553,58554,Full-Stack Developer,Italy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58554,58555,Full-Stack Developer,Iran,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58559,58560,Others,Others,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58562,58563,Full-Stack Developer,Netherlands,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,
58563,58564,Full-Stack Developer,Indonesia,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
58565,58566,Back-End Developer,France,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
58566,58567,Software Engineer,Spain,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
58567,58568,Full-Stack Developer,Bangladesh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58568,58569,Back-End Developer,India,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
58569,58570,Back-End Developer,United Kingdom,1.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,
58570,58571,Data Science/ML,India,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58572,58573,Project Manager,China,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,
58573,58574,Full-Stack Developer,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58577,58578,Back-End Developer,Croatia,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
58580,58581,Academic Researcher,Israel,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58581,58582,Full-Stack Developer,Bosnia & Herzegovina,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
58582,58583,Others,Italy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58583,58584,Cloud Engineer,India,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
58584,58585,Data Engineer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58586,58587,Academic Researcher,Belgium,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
58588,58589,Data Science/ML,United Kingdom,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
58589,58590,Full-Stack Developer,Italy,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58590,58591,Academic Researcher,Germany,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
58592,58593,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58594,58595,Full-Stack Developer,France,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
58595,58596,QA Engineer,India,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58596,58597,Others,Others,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
58597,58598,Full-Stack Developer,Norway,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
58598,58599,Full-Stack Developer,Portugal,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
58599,58600,Back-End Developer,Belarus,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,
58600,58601,Mobile App Developer,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58602,58603,Full-Stack Developer,India,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
58603,58604,Project Manager,Italy,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
58606,58607,Full-Stack Developer,Israel,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58607,58608,Full-Stack Developer,Croatia,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58608,58609,Full-Stack Developer,Germany,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
58609,58610,Back-End Developer,Poland,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58612,58613,Data Science/ML,Spain,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58613,58614,Full-Stack Developer,Turkey,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
58615,58616,Full-Stack Developer,Poland,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
58616,58617,Full-Stack Developer,United Kingdom,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
58618,58619,Back-End Developer,Poland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58619,58620,Others,Poland,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58620,58621,Full-Stack Developer,Germany,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
58624,58625,Back-End Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58625,58626,Software Engineer,Hungary,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
58626,58627,Back-End Developer,Australia,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
58627,58628,Project Manager,Czech Republic,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58628,58629,Mobile App Developer,Germany,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58629,58630,Others,United States,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58630,58631,Back-End Developer,Poland,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,
58631,58632,Full-Stack Developer,India,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
58632,58633,Full-Stack Developer,Norway,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
58634,58635,Project Manager,Emirates,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,
58635,58636,Full-Stack Developer,Netherlands,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
58636,58637,Others,Portugal,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
58637,58638,Full-Stack Developer,Sweden,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58640,58641,Full-Stack Developer,Turkey,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,
58642,58643,Software Engineer,Norway,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58644,58645,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58646,58647,Software Engineer,Sweden,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
58647,58648,Full-Stack Developer,Pakistan,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58649,58650,Full-Stack Developer,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58650,58651,Data Engineer,France,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58653,58654,Back-End Developer,Germany,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
58654,58655,Full-Stack Developer,Bulgaria,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
58655,58656,Full-Stack Developer,France,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,
58656,58657,Full-Stack Developer,United Kingdom,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
58658,58659,Software Engineer,Germany,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
58664,58665,Full-Stack Developer,India,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
58668,58669,Academic Researcher,Portugal,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
58670,58671,Full-Stack Developer,Hungary,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
58671,58672,Full-Stack Developer,India,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
58672,58673,Full-Stack Developer,Croatia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58673,58674,Others,Others,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
58675,58676,Game Developer,Ukraine,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58676,58677,Others,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58677,58678,Full-Stack Developer,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58678,58679,Back-End Developer,India,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
58679,58680,Full-Stack Developer,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58680,58681,Full-Stack Developer,Belgium,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
58681,58682,QA Engineer,Russia,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
58682,58683,Full-Stack Developer,United Kingdom,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
58683,58684,Full-Stack Developer,Israel,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58684,58685,Full-Stack Developer,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58685,58686,Full-Stack Developer,Denmark,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58687,58688,Others,France,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
58688,58689,Data Engineer,Austria,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58692,58693,Project Manager,Spain,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58696,58697,Full-Stack Developer,India,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
58697,58698,Others,Others,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
58701,58702,Back-End Developer,Russia,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58702,58703,Back-End Developer,India,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58704,58705,Others,Others,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58709,58710,Full-Stack Developer,Germany,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
58710,58711,Mobile App Developer,Latvia,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
58712,58713,Academic Researcher,Sweden,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
58717,58718,QA Engineer,Serbia,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
58718,58719,Mobile App Developer,Serbia,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
58721,58722,Software Engineer,Bulgaria,,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
58723,58724,Others,Others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58726,58727,Full-Stack Developer,Nigeria,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
58728,58729,Full-Stack Developer,Brazil,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
58731,58732,Full-Stack Developer,Poland,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
58733,58734,Data Engineer,Australia,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
58736,58737,Data Analyst,Belgium,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58737,58738,Academic Researcher,India,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,
58738,58739,Cloud Engineer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58740,58741,Full-Stack Developer,Poland,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,
58741,58742,Academic Researcher,Pakistan,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
58742,58743,Project Manager,Poland,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
58744,58745,QA Engineer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58745,58746,Front-End Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58748,58749,Professional Researcher,Ukraine,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,
58750,58751,Full-Stack Developer,Australia,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,
58751,58752,Project Manager,France,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58752,58753,Front-End Developer,United States,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
58753,58754,Project Manager,Pakistan,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,
58756,58757,Full-Stack Developer,Austria,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
58757,58758,Mobile App Developer,Austria,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
58758,58759,Full-Stack Developer,Italy,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
58759,58760,Professional Researcher,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58762,58763,Full-Stack Developer,Romania,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
58765,58766,Data Science/ML,Germany,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
58768,58769,Full-Stack Developer,Germany,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
58770,58771,Full-Stack Developer,United States,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,
58773,58774,Full-Stack Developer,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58774,58775,Full-Stack Developer,Norway,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
58775,58776,Full-Stack Developer,Poland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58777,58778,Academic Researcher,France,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0
58779,58780,Data Science/ML,Switzerland,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58780,58781,Front-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58782,58783,Full-Stack Developer,France,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
58783,58784,Full-Stack Developer,Poland,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
58786,58787,Full-Stack Developer,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58788,58789,Full-Stack Developer,Poland,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,
58789,58790,Data Science/ML,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58792,58793,Others,Others,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58793,58794,Databases Administrator,Finland,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,
58795,58796,QA Engineer,Finland,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
58808,58809,Others,Others,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
58809,58810,Full-Stack Developer,France,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
58810,58811,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58812,58813,Back-End Developer,Brazil,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
58816,58817,Others,Others,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58817,58818,DevOps Engineer,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
58818,58819,Full-Stack Developer,Paraguay,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,
58820,58821,Academic Researcher,Israel,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
58821,58822,Back-End Developer,Germany,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,
58823,58824,Full-Stack Developer,Bulgaria,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
58824,58825,Full-Stack Developer,Cyprus,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58825,58826,Full-Stack Developer,Canada,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
58826,58827,Back-End Developer,India,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
58829,58830,Full-Stack Developer,Belgium,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
58831,58832,Mobile App Developer,India,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58834,58835,Full-Stack Developer,Greece,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58837,58838,Data Science/ML,Switzerland,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58839,58840,Front-End Developer,Germany,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58840,58841,Academic Researcher,Germany,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58841,58842,Full-Stack Developer,United Kingdom,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
58842,58843,Full-Stack Developer,United States,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
58843,58844,Mobile App Developer,Italy,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58846,58847,Project Manager,Emirates,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58847,58848,Full-Stack Developer,Hungary,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
58849,58850,Full-Stack Developer,Hungary,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
58850,58851,Front-End Developer,Malaysia,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
58852,58853,Full-Stack Developer,Indonesia,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
58854,58855,Full-Stack Developer,United States,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
58855,58856,Full-Stack Developer,Yemen,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,
58862,58863,Full-Stack Developer,Canada,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,
58863,58864,Full-Stack Developer,Brazil,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,
58866,58867,Full-Stack Developer,Poland,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,
58868,58869,Back-End Developer,France,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
58869,58870,Data Science/ML,Germany,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
58872,58873,Front-End Developer,Turkey,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
58873,58874,Full-Stack Developer,Slovakia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58875,58876,Full-Stack Developer,United States,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
58877,58878,Full-Stack Developer,Others,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58879,58880,Others,Germany,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
58880,58881,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
58881,58882,Data Science/ML,United Kingdom,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
58884,58885,Academic Researcher,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58886,58887,Game Developer,Poland,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
58887,58888,Project Manager,Iran,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,
58888,58889,Full-Stack Developer,Egypt,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58889,58890,Others,United States,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
58890,58891,Full-Stack Developer,Brazil,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
58891,58892,Back-End Developer,Russia,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58892,58893,Data Analyst,Belgium,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
58895,58896,Full-Stack Developer,Czech Republic,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58897,58898,Data Science/ML,Ukraine,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
58898,58899,Back-End Developer,Germany,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58899,58900,Academic Researcher,South Africa,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58900,58901,Hardware Engineer,Malaysia,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
58906,58907,Full-Stack Developer,Spain,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
58907,58908,Mobile App Developer,Austria,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58909,58910,Project Manager,Italy,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
58911,58912,Full-Stack Developer,Brazil,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
58912,58913,Full-Stack Developer,Spain,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58913,58914,Professional Researcher,Others,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
58915,58916,Full-Stack Developer,United Kingdom,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
58918,58919,Back-End Developer,Spain,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
58920,58921,Cloud Engineer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58923,58924,Full-Stack Developer,Israel,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58926,58927,Project Manager,France,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58934,58935,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58935,58936,Back-End Developer,Estonia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58936,58937,Academic Researcher,Netherlands,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58937,58938,Cloud Engineer,United Kingdom,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
58939,58940,Full-Stack Developer,Lithuania,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58940,58941,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58942,58943,Back-End Developer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58944,58945,Full-Stack Developer,Brazil,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
58945,58946,Full-Stack Developer,France,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
58946,58947,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58947,58948,Data Science/ML,India,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58948,58949,Full-Stack Developer,Spain,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58949,58950,Data Science/ML,Italy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58950,58951,Full-Stack Developer,Germany,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58951,58952,Full-Stack Developer,Germany,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
58952,58953,Front-End Developer,France,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58953,58954,Software Engineer,Israel,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
58954,58955,Back-End Developer,Germany,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58956,58957,Data Analyst,Peru,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,
58958,58959,Full-Stack Developer,Paraguay,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58961,58962,Full-Stack Developer,Canada,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
58962,58963,Full-Stack Developer,Tunisia,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,
58965,58966,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58971,58972,Back-End Developer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
58972,58973,Full-Stack Developer,Austria,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
58974,58975,Others,Others,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
58977,58978,ML Engineer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58978,58979,Full-Stack Developer,France,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,
58979,58980,Data Analyst,Germany,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58980,58981,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58986,58987,Back-End Developer,Poland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58988,58989,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
58989,58990,Project Manager,Argentina,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
58991,58992,DevOps Engineer,Brazil,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
58993,58994,Back-End Developer,Romania,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
58996,58997,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59002,59003,Databases Administrator,Hong Kong,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59003,59004,Software Engineer,Estonia,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
59004,59005,Full-Stack Developer,Saudi Arabia,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
59007,59008,Data Engineer,Pakistan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59008,59009,Project Manager,Netherlands,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59009,59010,Full-Stack Developer,Italy,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
59010,59011,Front-End Developer,Tanzania,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
59014,59015,Software Engineer,Australia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59016,59017,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59019,59020,Others,Others,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
59020,59021,Full-Stack Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59021,59022,Mobile App Developer,Poland,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
59022,59023,Full-Stack Developer,Pakistan,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
59026,59027,Full-Stack Developer,United States,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0
59027,59028,Full-Stack Developer,Others,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
59030,59031,Full-Stack Developer,United States,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
59031,59032,Others,Others,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
59034,59035,Front-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
